Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP,HP,ATT,DEF,STA
Zebstrika,Spark,Discharge,13.138,269.8,612,2428,,,,
Zebstrika,Low Kick,Discharge,12.604,258.9,518.4,2428,,,,
Zebstrika,Spark,Flame Charge,9.323,191.5,155.1,2428,,,,
Zebstrika,Low Kick,Flame Charge,9.159,188.1,144.5,2428,,,,
Shadow Victreebel,Acid,Leaf Blade,17.254,306.8,1576.1,2431,,,,
Shadow Victreebel,Razor Leaf,Leaf Blade,17.033,302.9,1496.8,2431,,,,
Shadow Victreebel,Acid,Sludge Bomb,16.907,300.7,1452.9,2431,,,,
Shadow Victreebel,Razor Leaf,Sludge Bomb,16.621,295.6,1357.3,2431,,,,
Shadow Victreebel,Acid,Solar Beam,16.199,288.1,1224.4,2431,,,,
Shadow Victreebel,Razor Leaf,Solar Beam,15.881,282.4,1131.1,2431,,,,
Shadow Victreebel,Razor Leaf,Leaf Tornado,11.271,200.4,287,2431,,,,
Shadow Victreebel,Acid,Leaf Tornado,10.88,193.5,249.2,2431,,,,
Shadow Victreebel,Acid,Acid Spray,5.43,96.6,15.5,2431,,,,
Shadow Victreebel,Razor Leaf,Acid Spray,5.43,96.6,15.5,2431,,,,
Shadow Victreebel,Acid,Frustration,3.54,62.9,2.8,2431,,,,
Shadow Victreebel,Razor Leaf,Frustration,3.54,62.9,2.8,2431,,,,
Victreebel,Acid,Leaf Blade,14.172,302.4,860.8,2431,,,,
Victreebel,Razor Leaf,Leaf Blade,13.968,298.1,812.3,2431,,,,
Victreebel,Acid,Sludge Bomb,13.934,297.3,804.4,2431,,,,
Victreebel,Razor Leaf,Sludge Bomb,13.678,291.9,746.8,2431,,,,
Victreebel,Acid,Solar Beam,13.519,288.5,712.9,2431,,,,
Victreebel,Razor Leaf,Solar Beam,13.228,282.3,653.3,2431,,,,
Victreebel,Acid,Return,12.542,267.6,528,2431,,,,
Victreebel,Razor Leaf,Return,12.526,267.3,525.4,2431,,,,
Victreebel,Razor Leaf,Leaf Tornado,9.421,201,168.1,2431,,,,
Victreebel,Acid,Leaf Tornado,9.074,193.6,144.7,2431,,,,
Victreebel,Acid,Acid Spray,4.553,97.2,9.2,2431,,,,
Victreebel,Razor Leaf,Acid Spray,4.553,97.2,9.2,2431,,,,
Alolan Sandslash,Metal Claw,Blizzard,11.292,322.6,464.5,2432,,,,
Alolan Sandslash,Metal Claw,Ice Punch,10.737,306.7,379.6,2432,,,,
Alolan Sandslash,Metal Claw,Gyro Ball,10.351,295.7,327.9,2432,,,,
Alolan Sandslash,Powder Snow,Blizzard,10.105,288.6,297.9,2432,,,,
Alolan Sandslash,Powder Snow,Ice Punch,9.816,280.4,265.2,2432,,,,
Alolan Sandslash,Powder Snow,Gyro Ball,9.428,269.3,225.7,2432,,,,
Alolan Sandslash,Metal Claw,Bulldoze,9.033,258,190.2,2432,,,,
Alolan Sandslash,Powder Snow,Bulldoze,7.914,226,112,2432,,,,
Clefable,Charm,Meteor Mash,11.728,332.8,536.9,2437,,,,
Clefable,Charm,Dazzling Gleam,11.696,331.9,531,2437,,,,
Clefable,Pound,Dazzling Gleam,11.476,325.6,492.1,2437,,,,
Clefable,Pound,Meteor Mash,11.47,325.4,491.1,2437,,,,
Clefable,Charge Beam,Dazzling Gleam,10.989,311.8,413.8,2437,,,,
Clefable,Charge Beam,Meteor Mash,10.901,309.3,400.6,2437,,,,
Clefable,Zen Headbutt,Dazzling Gleam,10.867,308.3,395.7,2437,,,,
Clefable,Charm,Psychic,10.796,306.3,385.4,2437,,,,
Clefable,Zen Headbutt,Meteor Mash,10.767,305.5,381.4,2437,,,,
Clefable,Charm,Moonblast,10.627,301.5,361.9,2437,,,,
Clefable,Pound,Psychic,10.392,294.9,330.9,2437,,,,
Clefable,Pound,Moonblast,10.195,289.3,306.5,2437,,,,
Clefable,Zen Headbutt,Psychic,9.765,277.1,258,2437,,,,
Clefable,Charge Beam,Psychic,9.696,275.1,250.8,2437,,,,
Clefable,Zen Headbutt,Moonblast,9.366,265.8,218.3,2437,,,,
Clefable,Charge Beam,Moonblast,9.186,260.6,202,2437,,,,
Accelgor,Infestation,Bug Buzz,12.777,245.4,511.9,2441,,,,
Accelgor,Infestation,Signal Beam,12.597,241.9,483.6,2441,,,,
Accelgor,Acid,Bug Buzz,12.516,240.4,471.3,2441,,,,
Accelgor,Acid,Signal Beam,12.3,236.2,439.5,2441,,,,
Accelgor,Infestation,Focus Blast,11.723,225.2,362.8,2441,,,,
Accelgor,Acid,Focus Blast,11.42,219.3,326.6,2441,,,,
Accelgor,Acid,Acid Spray,4.036,77.5,5.1,2441,,,,
Accelgor,Infestation,Acid Spray,4.036,77.5,5.1,2441,,,,
Floatzel,Waterfall,Hydro Pump,13.504,257.5,634.1,2443,,,,
Floatzel,Water Gun,Hydro Pump,13.432,256.1,620.7,2443,,,,
Floatzel,Waterfall,Aqua Jet,11.063,211,285.6,2443,,,,
Floatzel,Waterfall,Swift,10.883,207.5,267.5,2443,,,,
Floatzel,Water Gun,Aqua Jet,10.539,201,235.2,2443,,,,
Floatzel,Water Gun,Swift,10.171,193.9,204,2443,,,,
Registeel,Metal Claw,Hyper Beam,8.658,369.5,239.8,2447,,,,
Registeel,Metal Claw,Focus Blast,8.568,365.7,230,2447,,,,
Registeel,Metal Claw,Flash Cannon,8.533,364.2,226.2,2447,,,,
Registeel,Lock-On,Hyper Beam,7.778,331.9,156.2,2447,,,,
Registeel,Lock-On,Focus Blast,7.625,325.4,144.3,2447,,,,
Registeel,Lock-On,Flash Cannon,7.494,319.9,134.6,2447,,,,
Registeel,Rock Smash,Hyper Beam,7.278,310.6,119.7,2447,,,,
Registeel,Rock Smash,Focus Blast,7.181,306.5,113.5,2447,,,,
Registeel,Rock Smash,Flash Cannon,7.087,302.5,107.6,2447,,,,
Scolipede,Bug Bite,Sludge Bomb,13.666,306.3,781.8,2447,,,,
Scolipede,Poison Jab,Sludge Bomb,13.507,302.8,746.1,2447,,,,
Scolipede,Bug Bite,Megahorn,12.641,283.4,572.4,2447,,,,
Scolipede,Poison Jab,Megahorn,12.539,281.1,554.1,2447,,,,
Scolipede,Poison Jab,X-Scissor,12.316,276.1,515.7,2447,,,,
Scolipede,Bug Bite,X-Scissor,12.234,274.2,502.1,2447,,,,
Scolipede,Poison Jab,Gyro Ball,10.674,239.3,291,2447,,,,
Scolipede,Bug Bite,Gyro Ball,10.368,232.4,259.1,2447,,,,
Politoed,Bubble,Surf,11.187,334.4,468.1,2449,,,,
Politoed,Bubble,Hydro Pump,10.599,316.8,377.2,2449,,,,
Politoed,Mud Shot,Surf,10.367,309.9,345.3,2449,,,,
Politoed,Bubble,Return,10.255,306.5,330.5,2449,,,,
Politoed,Mud Shot,Hydro Pump,9.837,294,279.8,2449,,,,
Politoed,Bubble,Blizzard,9.676,289.2,262,2449,,,,
Politoed,Bubble,Earthquake,9.592,286.7,253,2449,,,,
Politoed,Mud Shot,Return,9.303,278,223.8,2449,,,,
Politoed,Mud Shot,Blizzard,8.862,264.9,184.3,2449,,,,
Politoed,Mud Shot,Earthquake,8.802,263.1,179.4,2449,,,,
Shadow Politoed,Bubble,Surf,13.52,336.7,832.3,2449,,,,
Shadow Politoed,Bubble,Hydro Pump,12.72,316.8,651.9,2449,,,,
Shadow Politoed,Mud Shot,Surf,12.507,311.5,609.5,2449,,,,
Shadow Politoed,Mud Shot,Hydro Pump,11.765,293,477.1,2449,,,,
Shadow Politoed,Bubble,Blizzard,11.586,288.6,448.9,2449,,,,
Shadow Politoed,Bubble,Earthquake,11.469,285.7,431,2449,,,,
Shadow Politoed,Mud Shot,Blizzard,10.563,263.1,310.1,2449,,,,
Shadow Politoed,Mud Shot,Earthquake,10.474,260.9,299.8,2449,,,,
Shadow Politoed,Mud Shot,Frustration,3.051,76,2.2,2449,,,,
Shadow Politoed,Bubble,Frustration,3.051,76,2.2,2449,,,,
Golduck,Water Gun,Hydro Pump,11.643,293.2,462.8,2450,,,,
Golduck,Water Gun,Return,11.259,283.5,404.6,2450,,,,
Golduck,Water Gun,Psychic,11.208,282.2,397.3,2450,,,,
Golduck,Confusion,Hydro Pump,10.891,274.3,354.3,2450,,,,
Golduck,Confusion,Psychic,10.764,271,338,2450,,,,
Golduck,Water Gun,Synchronoise,10.731,270.2,333.9,2450,,,,
Golduck,Confusion,Return,10.684,269,328,2450,,,,
Golduck,Water Gun,Bubble Beam,10.574,266.3,314.8,2450,,,,
Golduck,Water Gun,Ice Beam,10.442,262.9,299.3,2450,,,,
Golduck,Confusion,Synchronoise,10.296,259.3,283,2450,,,,
Golduck,Confusion,Bubble Beam,10.176,256.2,270,2450,,,,
Golduck,Confusion,Ice Beam,10.061,253.3,258,2450,,,,
Golduck,Water Gun,Cross Chop,9.955,250.7,247.3,2450,,,,
Golduck,Confusion,Cross Chop,9.482,238.8,203.6,2450,,,,
Shadow Golduck,Water Gun,Hydro Pump,13.905,291.8,784.5,2450,,,,
Shadow Golduck,Water Gun,Psychic,13.496,283.2,696.2,2450,,,,
Shadow Golduck,Confusion,Hydro Pump,13.086,274.6,615.3,2450,,,,
Shadow Golduck,Confusion,Psychic,13.033,273.5,605.4,2450,,,,
Shadow Golduck,Water Gun,Synchronoise,12.899,270.7,580.9,2450,,,,
Shadow Golduck,Water Gun,Bubble Beam,12.723,267,549.8,2450,,,,
Shadow Golduck,Water Gun,Ice Beam,12.555,263.5,521.4,2450,,,,
Shadow Golduck,Confusion,Synchronoise,12.451,261.3,504.4,2450,,,,
Shadow Golduck,Confusion,Bubble Beam,12.316,258.4,482.8,2450,,,,
Shadow Golduck,Confusion,Ice Beam,12.164,255.3,459.5,2450,,,,
Shadow Golduck,Water Gun,Cross Chop,11.905,249.8,421.5,2450,,,,
Shadow Golduck,Confusion,Cross Chop,11.43,239.8,358.1,2450,,,,
Shadow Golduck,Confusion,Frustration,3.303,69.3,2.5,2450,,,,
Shadow Golduck,Water Gun,Frustration,3.303,69.3,2.5,2450,,,,
Drapion,Bite,Sludge Bomb,11.96,336.8,576.1,2453,,,,
Drapion,Poison Sting,Sludge Bomb,11.48,323.3,489.1,2453,,,,
Drapion,Infestation,Sludge Bomb,11.219,315.9,446.2,2453,,,,
Drapion,Ice Fang,Sludge Bomb,10.954,308.5,405.5,2453,,,,
Drapion,Bite,Crunch,10.582,298,353.1,2453,,,,
Drapion,Poison Sting,Crunch,10.066,283.5,289.1,2453,,,,
Drapion,Bite,Aqua Tail,9.9,278.8,270.5,2453,,,,
Drapion,Infestation,Crunch,9.851,277.4,265.2,2453,,,,
Drapion,Ice Fang,Crunch,9.655,271.9,244.7,2453,,,,
Drapion,Bite,Fell Stinger,9.338,263,214.1,2453,,,,
Drapion,Poison Sting,Aqua Tail,9.058,255.1,189.5,2453,,,,
Drapion,Infestation,Aqua Tail,8.742,246.2,164.4,2453,,,,
Drapion,Ice Fang,Aqua Tail,8.466,238.4,144.7,2453,,,,
Drapion,Poison Sting,Fell Stinger,8.462,238.3,144.4,2453,,,,
Drapion,Infestation,Fell Stinger,8.152,229.6,124.4,2453,,,,
Drapion,Ice Fang,Fell Stinger,7.889,222.2,109.1,2453,,,,
Rapidash,Fire Spin,Fire Blast,12.379,270.7,513.4,2461,,,,
Rapidash,Fire Spin,Drill Run,11.675,255.3,406.2,2461,,,,
Rapidash,Fire Spin,Heat Wave,11.424,249.8,372.4,2461,,,,
Rapidash,Ember,Fire Blast,11.366,248.5,364.9,2461,,,,
Rapidash,Low Kick,Fire Blast,10.918,238.7,310.7,2461,,,,
Rapidash,Ember,Drill Run,10.806,236.3,298.1,2461,,,,
Rapidash,Low Kick,Drill Run,10.398,227.4,255.6,2461,,,,
Rapidash,Ember,Heat Wave,10.261,224.4,242.4,2461,,,,
Rapidash,Low Kick,Heat Wave,9.75,213.2,197.6,2461,,,,
Blastoise,Water Gun,Hydro Cannon,12.903,403.5,867,2466,,,,
Blastoise,Bite,Hydro Cannon,12.128,379.3,676.5,2466,,,,
Blastoise,Water Gun,Hydro Pump,10.515,328.9,382.3,2466,,,,
Blastoise,Water Gun,Return,10.105,316,326.1,2466,,,,
Blastoise,Bite,Hydro Pump,9.963,311.6,308.2,2466,,,,
Blastoise,Water Gun,Skull Bash,9.667,302.3,273.2,2466,,,,
Blastoise,Bite,Return,9.618,300.8,267.6,2466,,,,
Blastoise,Water Gun,Ice Beam,9.378,293.3,241.9,2466,,,,
Blastoise,Bite,Skull Bash,9.224,288.5,226.4,2466,,,,
Blastoise,Bite,Ice Beam,9.097,284.5,214.2,2466,,,,
Blastoise,Water Gun,Flash Cannon,8.863,277.2,193,2466,,,,
Blastoise,Bite,Flash Cannon,8.524,266.6,165.1,2466,,,,
Shadow Blastoise,Water Gun,Hydro Cannon,15.554,405.4,1525.4,2466,,,,
Shadow Blastoise,Bite,Hydro Cannon,14.633,381.4,1194.8,2466,,,,
Shadow Blastoise,Water Gun,Hydro Pump,12.525,326.4,641.3,2466,,,,
Shadow Blastoise,Bite,Hydro Pump,11.864,309.2,516.3,2466,,,,
Shadow Blastoise,Water Gun,Skull Bash,11.478,299.1,452.4,2466,,,,
Shadow Blastoise,Water Gun,Ice Beam,11.234,292.8,415,2466,,,,
Shadow Blastoise,Bite,Skull Bash,10.947,285.3,374.3,2466,,,,
Shadow Blastoise,Bite,Ice Beam,10.898,284,367.7,2466,,,,
Shadow Blastoise,Water Gun,Flash Cannon,10.501,273.7,316.9,2466,,,,
Shadow Blastoise,Bite,Flash Cannon,10.093,263,270.4,2466,,,,
Shadow Blastoise,Bite,Frustration,3.006,78.3,2.1,2466,,,,
Shadow Blastoise,Water Gun,Frustration,3.006,78.3,2.1,2466,,,,
Lickilicky,Lick,Hyper Beam,10.292,359.8,392.1,2467,,,,
Lickilicky,Lick,Shadow Ball,9.927,347,339.4,2467,,,,
Lickilicky,Lick,Body Slam,9.569,334.5,293.1,2467,,,,
Lickilicky,Lick,Solar Beam,9.493,331.9,283.9,2467,,,,
Lickilicky,Zen Headbutt,Hyper Beam,9.319,325.8,263.7,2467,,,,
Lickilicky,Zen Headbutt,Shadow Ball,9.287,324.6,260,2467,,,,
Lickilicky,Lick,Earthquake,9.006,314.8,230,2467,,,,
Lickilicky,Zen Headbutt,Body Slam,8.979,313.9,227.2,2467,,,,
Lickilicky,Zen Headbutt,Solar Beam,8.725,305,202.5,2467,,,,
Lickilicky,Zen Headbutt,Earthquake,8.25,288.4,161.9,2467,,,,
Crawdaunt,Snarl,Crabhammer,17.116,326.3,1636.4,2474,,,,
Crawdaunt,Waterfall,Crabhammer,15.736,300,1169.1,2474,,,,
Crawdaunt,Snarl,Bubble Beam,12.632,240.9,485.5,2474,,,,
Crawdaunt,Snarl,Night Slash,12.623,240.7,484.1,2474,,,,
Crawdaunt,Waterfall,Bubble Beam,12.614,240.5,482.7,2474,,,,
Crawdaunt,Waterfall,Night Slash,12.611,240.5,482.3,2474,,,,
Crawdaunt,Waterfall,Vise Grip,10.35,197.3,218.8,2474,,,,
Crawdaunt,Snarl,Vise Grip,9.666,184.3,166.5,2474,,,,
Magneton,Thunder Shock,Discharge,13.563,263.3,656.9,2485,,,,
Magneton,Thunder Shock,Magnet Bomb,13.504,262.1,645.5,2485,,,,
Magneton,Spark,Discharge,13.482,261.7,641.2,2485,,,,
Magneton,Spark,Magnet Bomb,13.429,260.6,631.2,2485,,,,
Magneton,Charge Beam,Discharge,13.064,253.6,565.3,2485,,,,
Magneton,Charge Beam,Magnet Bomb,13.037,253,560.7,2485,,,,
Magneton,Thunder Shock,Zap Cannon,12.956,251.5,546.8,2485,,,,
Magneton,Spark,Zap Cannon,12.807,248.6,522.2,2485,,,,
Magneton,Thunder Shock,Return,12.657,245.7,498.1,2485,,,,
Magneton,Spark,Return,12.545,243.5,480.8,2485,,,,
Magneton,Charge Beam,Zap Cannon,12.054,234,409.8,2485,,,,
Magneton,Charge Beam,Return,11.835,229.7,380.8,2485,,,,
Magneton,Thunder Shock,Flash Cannon,11.693,226.9,362.8,2485,,,,
Magneton,Spark,Flash Cannon,11.572,224.6,348.1,2485,,,,
Magneton,Charge Beam,Flash Cannon,10.746,208.6,258.8,2485,,,,
Shadow Magneton,Thunder Shock,Discharge,16.403,265.3,1170.8,2485,,,,
Shadow Magneton,Thunder Shock,Magnet Bomb,16.337,264.2,1152.2,2485,,,,
Shadow Magneton,Spark,Discharge,16.314,263.9,1145.7,2485,,,,
Shadow Magneton,Spark,Magnet Bomb,16.255,262.9,1129.2,2485,,,,
Shadow Magneton,Charge Beam,Discharge,15.831,256.1,1015.9,2485,,,,
Shadow Magneton,Charge Beam,Magnet Bomb,15.802,255.6,1008.6,2485,,,,
Shadow Magneton,Thunder Shock,Zap Cannon,15.373,248.6,903.3,2485,,,,
Shadow Magneton,Spark,Zap Cannon,15.209,246,865.5,2485,,,,
Shadow Magneton,Charge Beam,Zap Cannon,14.323,231.7,680.7,2485,,,,
Shadow Magneton,Thunder Shock,Flash Cannon,13.884,224.6,601,2485,,,,
Shadow Magneton,Spark,Flash Cannon,13.755,222.5,579.1,2485,,,,
Shadow Magneton,Charge Beam,Flash Cannon,12.788,206.8,432.6,2485,,,,
Shadow Magneton,Spark,Frustration,3.777,61.1,3.3,2485,,,,
Shadow Magneton,Charge Beam,Frustration,3.777,61.1,3.3,2485,,,,
Shadow Magneton,Thunder Shock,Frustration,3.777,61.1,3.3,2485,,,,
Nidoqueen,Poison Jab,Earth Power,11.827,342.6,566.7,2488,,,,
Nidoqueen,Poison Jab,Earthquake,11.536,334.1,512.9,2488,,,,
Nidoqueen,Poison Jab,Return,11.21,324.7,457.4,2488,,,,
Nidoqueen,Bite,Earth Power,11.121,322.1,443,2488,,,,
Nidoqueen,Poison Jab,Sludge Wave,10.661,308.8,374.2,2488,,,,
Nidoqueen,Bite,Earthquake,10.566,306,361,2488,,,,
Nidoqueen,Poison Jab,Stone Edge,10.266,297.3,321.7,2488,,,,
Nidoqueen,Bite,Return,10.173,294.7,310.3,2488,,,,
Nidoqueen,Bite,Sludge Wave,9.707,281.1,257.1,2488,,,,
Nidoqueen,Bite,Stone Edge,9.271,268.5,214,2488,,,,
Shadow Nidoqueen,Poison Jab,Earth Power,14.296,345.1,1008.3,2488,,,,
Shadow Nidoqueen,Poison Jab,Earthquake,13.797,333,874.5,2488,,,,
Shadow Nidoqueen,Bite,Earth Power,13.444,324.5,788.5,2488,,,,
Shadow Nidoqueen,Poison Jab,Sludge Wave,12.741,307.5,636,2488,,,,
Shadow Nidoqueen,Bite,Earthquake,12.588,303.8,606.1,2488,,,,
Shadow Nidoqueen,Poison Jab,Stone Edge,12.269,296.1,546.8,2488,,,,
Shadow Nidoqueen,Bite,Sludge Wave,11.547,278.7,429.1,2488,,,,
Shadow Nidoqueen,Bite,Stone Edge,11.022,266,356.3,2488,,,,
Shadow Nidoqueen,Bite,Frustration,3.14,75.8,2.3,2488,,,,
Shadow Nidoqueen,Poison Jab,Frustration,3.14,75.8,2.3,2488,,,,
Toxicroak,Counter,Dynamic Punch,14.9,321.4,1063,2488,,,,
Toxicroak,Counter,Sludge Bomb,14.704,317.1,1008.1,2488,,,,
Toxicroak,Poison Jab,Dynamic Punch,14.585,314.6,976.1,2488,,,,
Toxicroak,Poison Jab,Sludge Bomb,14.366,309.9,918.7,2488,,,,
Toxicroak,Counter,Mud Bomb,11.555,249.2,384.4,2488,,,,
Toxicroak,Poison Jab,Mud Bomb,11.305,243.8,352.3,2488,,,,
Gorebyss,Water Gun,Psychic,12.062,261.5,458.8,2494,,,,
Gorebyss,Confusion,Psychic,11.589,251.2,390.9,2494,,,,
Gorebyss,Water Gun,Water Pulse,10.935,237,309.9,2494,,,,
Gorebyss,Confusion,Water Pulse,10.54,228.5,267.6,2494,,,,
Gorebyss,Water Gun,Draining Kiss,9.843,213.4,203.5,2494,,,,
Gorebyss,Confusion,Draining Kiss,9.475,205.4,174.7,2494,,,,
Uxie,Confusion,Future Sight,9.81,380.3,359,2524,,,,
Uxie,Extrasensory,Future Sight,9.727,377.1,347.1,2524,,,,
Uxie,Confusion,Thunder,8.647,335.2,216.8,2524,,,,
Uxie,Extrasensory,Thunder,8.4,325.6,193,2524,,,,
Uxie,Confusion,Swift,7.646,296.4,132.5,2524,,,,
Uxie,Extrasensory,Swift,7.349,284.9,113.1,2524,,,,
Absol,Snarl,Return,15.134,252.4,874.8,2526,,,,
Absol,Snarl,Dark Pulse,14.976,249.7,838.9,2526,,,,
Absol,Psycho Cut,Dark Pulse,13.894,231.7,621.5,2526,,,,
Absol,Snarl,Megahorn,13.825,230.6,609.2,2526,,,,
Absol,Psycho Cut,Return,13.421,223.8,541.1,2526,,,,
Absol,Snarl,Thunder,13.03,217.3,480.7,2526,,,,
Absol,Psycho Cut,Megahorn,12.088,201.6,356.1,2526,,,,
Absol,Psycho Cut,Thunder,11.285,188.2,270.5,2526,,,,
Shadow Absol,Snarl,Dark Pulse,18.135,252,1502.9,2526,,,,
Shadow Absol,Psycho Cut,Dark Pulse,16.868,234.4,1125.1,2526,,,,
Shadow Absol,Snarl,Megahorn,16.519,229.6,1034.8,2526,,,,
Shadow Absol,Snarl,Thunder,15.58,216.5,818.7,2526,,,,
Shadow Absol,Psycho Cut,Megahorn,14.391,200,596,2526,,,,
Shadow Absol,Psycho Cut,Thunder,13.445,186.8,454.2,2526,,,,
Shadow Absol,Snarl,Frustration,4.118,57.2,4,2526,,,,
Shadow Absol,Psycho Cut,Frustration,4.118,57.2,4,2526,,,,
Relicanth,Water Gun,Hydro Pump,10.14,368.2,383.9,2528,,,,
Relicanth,Water Gun,Aqua Tail,9.701,352.2,321.5,2528,,,,
Relicanth,Zen Headbutt,Hydro Pump,9.04,328.2,242.5,2528,,,,
Relicanth,Water Gun,Ancient Power,8.976,325.9,235.7,2528,,,,
Relicanth,Zen Headbutt,Aqua Tail,8.937,324.5,231.6,2528,,,,
Relicanth,Zen Headbutt,Ancient Power,8.469,307.5,186.8,2528,,,,
Crustle,Fury Cutter,Rock Slide,11.845,330.5,549.2,2542,,,,
Crustle,Smack Down,Rock Slide,11.584,323.2,502.4,2542,,,,
Crustle,Fury Cutter,X-Scissor,11.22,313,442.1,2542,,,,
Crustle,Smack Down,X-Scissor,11.203,312.6,439.5,2542,,,,
Crustle,Smack Down,Rock Blast,10.786,300.9,377.6,2542,,,,
Crustle,Fury Cutter,Rock Blast,10.618,296.3,354.7,2542,,,,
Slowbro,Confusion,Psychic,11.989,374.8,645.9,2545,,,,
Slowbro,Water Gun,Psychic,11.781,368.3,602.1,2545,,,,
Slowbro,Confusion,Ice Beam,10.022,313.3,315.3,2545,,,,
Slowbro,Confusion,Water Pulse,9.757,305,283.3,2545,,,,
Slowbro,Water Gun,Ice Beam,9.751,304.8,282.6,2545,,,,
Slowbro,Water Gun,Water Pulse,9.469,296,251.3,2545,,,,
Slowking,Confusion,Psychic,11.989,374.8,645.9,2545,,,,
Slowking,Water Gun,Psychic,11.781,368.3,602.1,2545,,,,
Slowking,Confusion,Blizzard,10.328,322.8,355.6,2545,,,,
Slowking,Water Gun,Blizzard,10.066,314.6,320.9,2545,,,,
Slowking,Confusion,Fire Blast,9.819,306.9,290.6,2545,,,,
Slowking,Water Gun,Fire Blast,9.529,297.9,257.8,2545,,,,
Cloyster,Frost Breath,Avalanche,11.858,339,565.1,2547,,,,
Cloyster,Ice Shard,Avalanche,11.653,333.1,527.2,2547,,,,
Cloyster,Frost Breath,Blizzard,10.937,312.7,409.1,2547,,,,
Cloyster,Frost Breath,Hydro Pump,10.826,309.5,392.7,2547,,,,
Cloyster,Ice Shard,Blizzard,10.584,302.6,358.7,2547,,,,
Cloyster,Ice Shard,Hydro Pump,10.47,299.3,343.5,2547,,,,
Cloyster,Frost Breath,Aurora Beam,9.949,284.4,280.1,2547,,,,
Cloyster,Ice Shard,Aurora Beam,9.663,276.2,249.2,2547,,,,
Cloyster,Frost Breath,Icy Wind,9.245,264.3,208.8,2547,,,,
Cloyster,Ice Shard,Icy Wind,8.981,256.7,185.9,2547,,,,
Lilligant,Hidden Power (Grass),Solar Beam,12.816,282.7,595.2,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.816,282.7,595.2,2550,,,,
Lilligant,Charm,Solar Beam,12.437,274.4,527.9,2550,,,,
Lilligant,Hidden Power (Fire),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Fighting),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Water),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Flying),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Poison),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Electric),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Ground),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Psychic),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Rock),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Ice),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Bug),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Dragon),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Ghost),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Dark),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Steel),Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power,Solar Beam,12.045,265.7,464.3,2550,,,,
Lilligant,Hidden Power (Grass),Petal Blizzard,11.492,253.5,384.7,2550,,,,
Lilligant,Hidden Power,Petal Blizzard,11.492,253.5,384.7,2550,,,,
Lilligant,Charm,Petal Blizzard,11.302,249.3,360,2550,,,,
Lilligant,Hidden Power (Grass),Hyper Beam,11.119,245.3,337.2,2550,,,,
Lilligant,Hidden Power,Hyper Beam,11.119,245.3,337.2,2550,,,,
Lilligant,Charm,Hyper Beam,11.008,242.8,323.9,2550,,,,
Lilligant,Hidden Power (Fire),Petal Blizzard,10.588,233.6,277.2,2550,,,,
Lilligant,Hidden Power (Fighting),Petal Blizzard,10.588,233.6,277.2,2550,,,,
Lilligant,Hidden Power (Water),Petal Blizzard,10.588,233.6,277.2,2550,,,,
Lilligant,Hidden Power (Flying),Petal Blizzard,10.588,233.6,277.2,2550,,,,
Lilligant,Hidden Power (Poison),Petal Blizzard,10.588,233.6,277.2,2550,,,,
Lilligant,Hidden Power (Electric),Petal Blizzard,10.588,233.6,277.2,2550,,,,
